 11  11.50   0.052   0.165  -0.033  65.0  60.0  63.0   0.173   17.49
 12  12.50   0.059   0.232  -0.006  65.0  60.0  62.0   0.239   14.27
 13  13.50   0.017   0.173  -0.020  66.0  60.0  63.0   0.174    5.61
 14  14.50   0.071   0.263  -0.007  67.0  61.0  61.0   0.272   15.11
 15  15.50   0.029   0.207  -0.014  73.0  63.0  64.0   0.209    7.98
 16  16.50   0.031   0.192  -0.015  82.0  68.0  64.0   0.194    9.17
 17  17.50   0.118   0.216  -0.022  93.0  82.0  70.0   0.246   28.65
 18  18.50   0.095   0.274  -0.028 106.0 105.0  87.0   0.290   19.12
 19  19.50   0.275   0.419  -0.012 149.0 155.0 112.0   0.501   33.28
 20  20.50   0.351   0.637  -0.022 170.0 180.0 163.0   0.727   28.86
 21  21.50   0.109   0.581  -0.074 118.0 129.0 160.0   0.591   10.63
 22  22.50  -0.009   0.446  -0.054  86.0  90.0 110.0   0.446  358.84
09 22 2021 20 00 00 00000000 01110000  15.7 1534.2 289.0   1.2  -2.4   20.821  24.94     0     0 3  22
  1   1.50   0.093  -0.049  -0.051 122.0 120.0 125.0   0.105  117.78
  2   2.50   0.078  -0.064  -0.039 106.0 105.0 110.0   0.101  129.37
  3   3.50   0.018  -0.027  -0.024  93.0  92.0  95.0   0.032  146.31
  4   4.50   0.105  -0.001  -0.033  86.0  82.0  87.0   0.105   90.55
  5   5.50   0.043   0.070  -0.044  79.0  79.0  80.0   0.082   31.56
  6   6.50   0.040   0.135  -0.016  74.0  72.0  75.0   0.141   16.50
  7   7.50   0.083   0.153  -0.016  72.0  69.0  72.0   0.174   28.48
  8   8.50   0.014   0.139  -0.020  70.0  66.0  71.0   0.140    5.75
  9   9.50   0.024   0.146  -0.043  70.0  63.0  67.0   0.148    9.33
 10  10.50   0.110   0.129  -0.019  68.0  62.0  64.0   0.170   40.45
 11  11.50   0.027   0.173  -0.028  71.0  61.0  65.0   0.175    8.87
 12  12.50   0.113   0.200  -0.019  72.0  64.0  65.0   0.230   29.47
 13  13.50   0.048   0.196  -0.026  74.0  64.0  68.0   0.202   13.76
 14  14.50   0.029   0.217  -0.033  76.0  65.0  71.0   0.219    7.61
 15  15.50   0.012   0.243  -0.021  80.0  71.0  74.0   0.243    2.83
 16  16.50   0.024   0.181  -0.033  89.0  80.0  78.0   0.183    7.55
 17  17.50  -0.001   0.251  -0.048 105.0  99.0  90.0   0.251  359.77
 18  18.50   0.252   0.289  -0.002 129.0 126.0 105.0   0.383   41.09
 19  19.50   0.316   0.580   0.007 173.0 177.0 139.0   0.660   28.58
 20  20.50   0.232   0.699  -0.044 157.0 161.0 174.0   0.736   18.36
 21  21.50   0.048   0.586  -0.050 111.0 103.0 139.0   0.588    4.68
 22  22.50  -0.054   0.405  -0.019  83.0  74.0  96.0   0.409  352.41
09 22 2021 21 00 00 00000000 01110000  15.7 1534.4 289.0   1.2  -2.4   20.460  25.00     0     0 3  22
  1   1.50   0.059  -0.026  -0.038 116.0 115.0 118.0   0.064  113.78
  2   2.50   0.063   0.024  -0.007 101.0  99.0 102.0   0.067   69.15
  3   3.50   0.030   0.050  -0.012  92.0  90.0  94.0   0.058   30.96
  4   4.50   0.041   0.083  -0.050  84.0  82.0  88.0   0.093   26.29
  5   5.50   0.065   0.114  -0.003  79.0  78.0  81.0   0.131   29.69
  6   6.50  -0.010   0.168  -0.042  76.0  73.0  78.0   0.168  356.59
  7   7.50   0.030   0.206  -0.018  71.0  67.0  72.0   0.208    8.29
  8   8.50   0.063   0.229  -0.015  67.0  66.0  70.0   0.238   15.38
  9   9.50   0.076   0.150  -0.024  66.0  63.0  65.0   0.168   26.87
 10  10.50   0.115   0.210  -0.021  67.0  62.0  64.0   0.239   28.71
 11  11.50   0.078   0.220  -0.025  68.0  60.0  63.0   0.233   19.52
 12  12.50   0.032   0.232  -0.013  70.0  60.0  63.0   0.234    7.85
 13  13.50   0.072   0.291  -0.034  74.0  60.0  67.0   0.300   13.90
 14  14.50   0.058   0.267  -0.033  81.0  62.0  69.0   0.273   12.26
 15  15.50   0.108   0.219  -0.035  93.0  67.0  71.0   0.244   26.25
 16  16.50   0.034   0.258  -0.032 105.0  71.0  76.0   0.260    7.51
 17  17.50   0.048   0.264  -0.038 117.0  93.0  90.0   0.268   10.30
 18  18.50   0.223   0.389  -0.013 147.0 144.0 113.0   0.448   29.82
 19  19.50   0.275   0.626   0.027 178.0 186.0 159.0   0.684   23.72
 20  20.50   0.209   0.636  -0.049 140.0 137.0 171.0   0.669   18.19
 21  21.50  -0.033   0.478  -0.063 102.0  88.0 123.0   0.479  356.05
 22  22.50  -0.034   0.304  -0.034  81.0  66.0  86.0   0.306  353.62
09 22 2021 22 00 00 00000000 01110000  15.7 1535.1 289.0   1.1  -2.7   20.299  25.30     0     0 3  22
  1   1.50   0.090   0.093  -0.036 116.0 114.0 117.0   0.129   44.06
  2   2.50   0.136   0.118  -0.018 101.0 100.0 102.0   0.180   49.05
  3   3.50   0.085   0.177  -0.048  92.0  90.0  94.0   0.196   25.65
  4   4.50   0.088   0.137  -0.032  85.0  84.0  87.0   0.163   32.71
  5   5.50   0.095   0.124  -0.021  80.0  78.0  81.0   0.156   37.46
  6   6.50   0.083   0.213  -0.030  75.0  73.0  76.0   0.229   21.29
  7   7.50   0.008   0.249  -0.035  71.0  70.0  72.0   0.249    1.84
  8   8.50   0.078   0.244  -0.037  68.0  68.0  69.0   0.256   17.73
  9   9.50   0.081   0.231  -0.015  66.0  64.0  69.0   0.245   19.32
 10  10.50   0.056   0.235  -0.023  63.0  63.0  66.0   0.242   13.40
